Identifier,Title,Funding Org:Identifier,Funding Org:Name,Recipient Org:Charity Number,Recipient Org:Name,Internal Organisation ID,Currency,Amount Applied For,Amount Awarded,Application Date:Start Date,Award Date,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Postal Code,Recipient Org:Country,Recipient Org:Alternate Name,Recipient Org:Description,Planned Dates:Start Date,Planned Dates:Duration (months),Planned Dates:End Date,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude/Longitude,Description,WebAddress,From an open call?,Related Activity:Identifier,Last modified,Recipient Org:Identifier
360G-indigotrust:IND232,Nouabook Web Platform,360G-indigotrust,Indigo Trust,,Simsim-Participation Citoyenne,32309,GBP,,29234.03,,25/03/2014 00:00,"3, Rue Al Madina, Apt. 6",Rabat Hassan,,10020,MOROCCO,,,,12 months,,MOROCCO,MA,,"To enable Simsim-Participation Citoyenne to develop Nouabook, a web 
platform facilitating MP-citizen engagement in Morocco.",,,,13/05/2015 13:37,DUMMY01
360G-indigotrust:IND233,Research Assistance to grant-makers,360G-indigotrust,Indigo Trust,,Practical Participation,31091,GBP,,3050,,27/03/2014 00:00,35 Austen Avenue,The Forest,Nottingham,NG7 6PF,UNITED KINGDOM,,,,12 months,,UNITED KINGDOM,GB,,"To enable Practical Participation to make a researcher available for up to 
10 days in total (on a draw-down basis) in order to assist grant-makers 
with producing and publishing their data in line with the 360 Degree Giving 
data standard.",,,,13/05/2015 13:37,DUMMY01
360G-indigotrust:IND234,Joint Hub Fund,360G-indigotrust,Indigo Trust,,Stichting HIVOS,32357,GBP,,60000,,31/03/2014 00:00,Raamweg 16,2596 HL Den Haag,,,THE NETHERLANDS,,,,12 months,,THE NETHERLANDS,NL,,"Hivos will be managing the Joint Hub fund and distribute the funds to the 
selected technology innovation hubs in Africa. £50,000 will be re-granted 
to the technology innovation hubs and £10,000 will be spent on fund 
management.",,,,05/08/2014 15:00,DUMMY01
360G-indigotrust:IND235,Salary costs and Open Data Unconference,360G-indigotrust,Indigo Trust,,Code for South Africa,32358,GBP,,36850,,31/03/2014 00:00,"Codebridge - Code Dojo, Campground Road",Claremont,Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"£30,000 towards salary costs of Code4SA lead developer and £6,850 to 
contribute towards the running of an Open Data Unconference.",,,,13/05/2015 13:37,DUMMY01
360G-indigotrust:IND236,Constitution Project Website,360G-indigotrust,Indigo Trust,,University College London,5795,GBP,,4125,,31/03/2014 00:00,29-30 Tavistock Square,London,,WC1H 9QU,UNITED KINGDOM,University College London - Constitution Unit,,,12 months,,UNITED KINGDOM,GB,,"To develop additional functionality that would allow site users to download 
annotated PDFs of individual constitutions complete with a table of 
contents. The work should make it easier for offline users and others to 
access, read and navigate constitutions.",,,,13/05/2015 13:37,DUMMY01
360G-indigotrust:IND237,Expansion of Digital Mapping Project in Eastern Uganda,360G-indigotrust,Indigo Trust,,Fruits of Thought,28677,GBP,,5000,,02/04/2014 00:00,"Plot 7669 Tank Hill, Muyenga",PO Box 25435,Kampala,,UGANDA,,,,12 months,,UGANDA,UG,,Expansion of Digital Mapping Project in Eastern Uganda.,,,,13/05/2015 13:36,DUMMY01
360G-indigotrust:IND238,FarmNet Pilot in Rwanda 2014,360G-indigotrust,Indigo Trust,,FarmNet Systems Limited,32367,GBP,,15000,,02/04/2014 00:00,33-35 George Street,Oxford,,OX1 2AY,UK,,,,12 months,,UK,GB,,"To contribute towards software development costs for a platform in Rwanda 
which will connect smallholder farmers to premium buyers with trusted 
intermediaries handling the physical commodities. The platform will be 
piloted with Sarura Commodities Ltd and the World Food Programme in August 
2014.",,,,13/05/2015 13:36,DUMMY01
360G-indigotrust:IND239,School of Data,360G-indigotrust,Indigo Trust,,Open Knowledge Foundation,32368,GBP,,41926,,02/04/2014 00:00,St John's Innovation Centre,Cowley Road,Cambridge,CB4 0WS,UK,,,,12 months,,UK,GB,,To expand OKFN School of Data to South Africa.,,,,13/05/2015 13:36,DUMMY01
360G-indigotrust:IND240,Work on 360 Degree Giving data,360G-indigotrust,Indigo Trust,,Aptivate,32488,GBP,,12600,,24/04/2014 00:00,Citylife House,Sturton Street,Cambridge,CB1 2QF,UK,,,,12 months,,UK,GB,,"To enable Aptivate to conduct two ‘sprints’ to convert data obtained from 
funders into a 360 Degree Giving compliant standard and to produce tools 
and visualisations using this data. All materials and tools will be made 
available free of charge under a Creative Commons licence.",,,,29/04/2014 10:37,DUMMY01
360G-indigotrust:IND241,Second Phase of work on 360 Degree Giving,360G-indigotrust,Indigo Trust,,Aptivate,32488,GBP,,8700,,09/06/2014 00:00,Citylife House,Sturton Street,Cambridge,CB1 2QF,UK,,,,12 months,,UK,GB,,"To complete second phase of work on 360 Degree Giving which will improve 
the grantee, funder and activities search functionality and usability for 
use on a publicly accessible website.",,,,06/07/2014 15:47,DUMMY01
360G-indigotrust:IND242,Piloting publication of Zambian legislation,360G-indigotrust,Indigo Trust,,African Legal Information Institute (African LII),30163,GBP,,36300,,16/06/2014 00:00,"DGRU Faculty of Law, University of Cape Town",Private Bag X3,Rondebosch,7701,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To contribute towards the development of an open source platform for 
standard-compliant publication of legal information, piloting through 
publishing Zambian legislation.",,,,13/05/2015 13:36,DUMMY01
360G-indigotrust:IND243,Platform for mobile campaigning,360G-indigotrust,Indigo Trust,720327950,Amandla.Mobi,32900,GBP,,15453.07,,09/07/2014 00:00,"Suite 702, 7th Floor Heerengracht Building, 87 De Korte Street",Braamfontein,Johannesburg,2017,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To develop a new platform for mobile campaigning and pilot two community 
led campaigns using the platform.",,,,13/05/2015 13:35,DUMMY01
360G-indigotrust:IND244,Training for Indigo Grantees based in Cape Town,360G-indigotrust,Indigo Trust,,Open Democracy Advice Centre,30356,GBP,,10000,,28/07/2014 00:00,"2nd Floor the Armoury, Buchanan Square",160 Sir Lowry Road,Woodstock,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"Training for Indigo Grantees based in Cape Town. This organisation promotes 
open and transparent democracies and corporate and government 
accountability. However, this grant is being utilised by all Indigo Trust's 
Cape Town grantees.",,,,01/06/2015 14:56,DUMMY01
360G-indigotrust:IND245,Core costs and secondary school campaign,360G-indigotrust,Indigo Trust,2011/009890/24,Siyakhona Multi Media Co-operative Ltd,32987,GBP,,15000,,31/07/2014 00:00,139-11th Avenue,Alexandra Township,Johannesburg,2090,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To cover core costs and the running of a campaign around drugs and alcohol 
misuse in secondary schools in Alexandra Township.",,,,13/05/2015 13:35,DUMMY01
360G-indigotrust:IND246,Core costs and recruitment consultancy,360G-indigotrust,Indigo Trust,1158362,Publish What You Fund,32268,GBP,,45000,,04/09/2014 00:00,Southbank House,Black Prince Road,London,SE1 7SJ,UK,,,,12 months,,UK,GB,,"This organisation campaigns for greater aid transparency. £30,000 will go 
towards PWYF's core costs, while £15,000 will go towards recruitment 
consultancy services.",,,,01/06/2015 15:15,DUMMY01
360G-indigotrust:IND247,Crisis/Bridging funding,360G-indigotrust,Indigo Trust,,Hive Colab,25495,GBP,,5718,,11/09/2014 00:00,"3rd Foor, Suite 304, Kankojya House, Kanjokya Road",Kamwokya,Kampala,,Uganda,,,,Undefined,,Uganda,UG,,"Crisis/bridging funding whilst waiting for receipt of funds for a tchnology 
innovation hub in Uganda.",,,,01/06/2015 14:50,DUMMY01
360G-indigotrust:IND248,Charitable activities of CFOI,360G-indigotrust,Indigo Trust,,Campaign for Freedom of Information,33133,GBP,,10000,,17/09/2014 00:00,Unit 109 Davina House,137-149 Goswell Road,London,EC1V 7ET,UK,,,,12 months,,UK,GB,,"Towards the charitable activities of CFOI, including education, training 
and establishing good practice with regard to FOI legislation in the UK.",,,,13/05/2015 13:35,DUMMY01
360G-indigotrust:IND249,Continued work relating to 360 Degree Giving,360G-indigotrust,Indigo Trust,,Aptivate,32488,GBP,,9350,,17/09/2014 00:00,Citylife House,Sturton Street,Cambridge,CB1 2QF,UK,,,,12 months,,UK,GB,,"To continue work related to 360 Degree Giving, an initiative which helps UK 
grant makers and philanthropists to publish their grant information online 
in an easy to use way.",,,,01/06/2015 15:05,DUMMY01
360G-indigotrust:IND250,Funds to recruit Programme Assistant,360G-indigotrust,Indigo Trust,,Mzalendo Trust,33134,GBP,,14714.3,,17/09/2014 00:00,c/o iHub Nairobi,PO Box 58275,Nairobi 00200,,KENYA,,,,12 months,,KENYA,KE,,"To enable Mzalendo, a parliamentary monitoring site, to employ a programme 
assistant to conduct marketing and media outreach work.",,,,01/06/2015 14:51,DUMMY01
360G-indigotrust:IND251,Core costs,360G-indigotrust,Indigo Trust,,GroundUp,33135,GBP,,10863,,17/09/2014 00:00,"Suite 06EB East Block, 1st Floor Tannery Park, 21 Belmont Road",Rondebosch 7700,Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"This grant covers core costs for an organisation which reports stories, 
mainly relating to issues around social justice and service delivery from 
South Africa's township and immigrant communities.",,,,01/06/2015 14:58,DUMMY01
360G-indigotrust:IND252,Advice to Sex Workers,360G-indigotrust,Indigo Trust,177581,Lady Mermaid's Bureau,33192,GBP,,5000,,01/10/2014 00:00,"Kulumba Zone, Tula Road, Kawempe Division",Kampala District,c/o PO Box 24146 Kampala,,UGANDA,,,,12 months,,UGANDA,UG,,To provide sexual health and safety advice to sex workers via SIM cards.,,,,13/05/2015 13:34,DUMMY01
360G-indigotrust:IND253,Citizen journalism training,360G-indigotrust,Indigo Trust,,Dim Sum Digital Limited,33205,GBP,,15053,,02/10/2014 00:00,22b Bridge Street,Richmond,North Yorkshire,DL10 4RW,UK,,,,12 months,,South Africa,ZA,,"To facilitate citizen journalism training to Indigo Trust grantees and 
other activists in Cape Town.",,,,13/05/2015 13:33,DUMMY01
360G-indigotrust:IND254,Bluetooth Radio Programming Project,360G-indigotrust,Indigo Trust,,Media Matters for Women - Sierra Leone,33206,GBP,,15000,,02/10/2014 00:00,"24 Old Railway Line, Tengbeh Town",Freetown,,,SIERRA LEONE,,,,12 months,,SIERRA LEONE,SL,,"To enable Media Matters for Women to develop a Bluetooth radio programming 
project aimed at providing information on ebola and other matters to remote 
communities in Sierra Leone.",,,,13/05/2015 13:33,DUMMY01
360G-indigotrust:IND255,Youth Reporters,360G-indigotrust,Indigo Trust,,Livity Africa,33290,GBP,,8076.74,,15/10/2014 00:00,"Unit 29 & 30, 2nd Floor, Brickfield Place,, 18 Brickfield Road",Salt River,Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To embed youth reporters into parliament in partnership with Parliamentary 
Monitoring Group and to distribute their articles across multiple medium 
and platforms.",,,,13/05/2015 13:33,DUMMY01
360G-indigotrust:IND256,Mobile Parliament Platform,360G-indigotrust,Indigo Trust,95182,Magilatech Company Ltd,33308,GBP,,11663.84,,21/10/2014 00:00,COSTECH Building 3rd Floor,Box 4302 Kijitonyama,Dar es Salaam,,TANZANIA,,,,12 months,,TANZANIA,TZ,,"For hosting, tech development and promotion of a voice activated mobile 
parliament platform.",,,,13/05/2015 13:33,DUMMY01
360G-indigotrust:IND257,Making Local Governance Accountable,360G-indigotrust,Indigo Trust,,Daraja Development Ltd,33324,GBP,,14790,,23/10/2014 00:00,PO Box 736 Njombe,,,,TANZANIA,,,,12 months,,TANZANIA,TZ,,"To run a programme which enables citizens to submit questions to government 
officials via SMS and publish the responses in a local paper. It aims to 
improve the quality of local governance.",,,,13/05/2015 13:33,DUMMY01
360G-indigotrust:IND258,Big Heart for Pregnant Mothers Project,360G-indigotrust,Indigo Trust,,Hope for Rural Women (HORUWO),33341,GBP,,6500,,03/11/2014 00:00,Kisanga B Plot 6 Lincoln 11 Rise,Kassese,PO Box 177 Kasese,,UGANDA,,,,12 months,,UGANDA,UG,,"To reduce the maternal and infant deaths among rural women through 
provision of accurate health information about postnatal, antenatal, child 
immunization via SMS.",,,,16/04/2015 13:20,DUMMY01
360G-indigotrust:IND259,Citizen Monitoring of Government Services,360G-indigotrust,Indigo Trust,,Black Sash Trust,33342,GBP,,17007.74,,03/11/2014 00:00,"Elta House, 3 Caledonian Street","Mowbray, 7700",Cape Town,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To build the capacity of their Community Based Organisation partners to 
engage in dialogue with government officials at facility and provincial 
level following digital monitoring of services.",,,,13/05/2015 13:32,DUMMY01
360G-indigotrust:IND260,Call Centre and Outreach,360G-indigotrust,Indigo Trust,,Medical Concierge Group Limited,33344,GBP,,15000,,03/11/2014 00:00,"Plot 1390, Nabunya Road, Kayanja Zone","Rubaga, P.O. Box 4036",Kampala,,UGANDA,,,,12 months,,UGANDA,UG,,"Towards supporting their multi-platform call centre and outreach to 
Universities to provide low cost medical advice and services to patients.",,,,01/06/2015 14:52,DUMMY01
360G-indigotrust:IND261,"Ebola translation, distribution and outreach work",360G-indigotrust,Indigo Trust,,Translators Without Borders,30164,GBP,,14891.52,,05/11/2014 00:00,"Suite 500, 30 Main Street",Danbury,Connecticut,6810,USA,,,,12 months,,USA,US,,"To increase their work around Ebola and the provision of local language 
content in affected countries.",,,,01/06/2015 14:52,DUMMY01
360G-indigotrust:IND262,Citizen Reporting platform,360G-indigotrust,Indigo Trust,,Citizens Watch - IT,33476,GBP,,16501.21,,19/11/2014 00:00,"Spear House Building, PO Box 36626",Plot 22 Jinja Road,Kampala,,UGANDA,Citizens Watch - IT - CEWIT,,,12 months,,UGANDA,UG,,"To work in partnership with mySociety to develop a site which enables 
citizens to report problems in service delivery and to market the site.",,,,13/05/2015 13:32,DUMMY01
360G-indigotrust:IND263,Unrestricted funding,360G-indigotrust,Indigo Trust,299525,Harrow M.S. Therapy Centre,31979,GBP,,3000,,19/11/2014 00:00,Harrow School Farm,Watford Road,Harrow,HA1 3TS,UK,,,,12 months,,UK,GB,,"Core costs for an organisation providing treatment, support, information 
and advice for people with multiple sclerosis.",,,,01/06/2015 15:07,DUMMY01
360G-indigotrust:IND264,Unrestricted core funding,360G-indigotrust,Indigo Trust,1016968,Young Minds,3609,GBP,,3000,,24/11/2014 00:00,Suite11 Baden Place,Crosby Row,London,SE1 1YW,UK,,,,12 months,,UK,GB,,"Core costs for an organisation committed to improving children's wellbeing 
and mental health.",,,,01/06/2015 15:08,DUMMY01
360G-indigotrust:IND265,Unrestricted Core Funding,360G-indigotrust,Indigo Trust,1119954,ENRYCH Oxfordshire,29854,GBP,,3000,,26/11/2014 00:00,Didcot Enterprise Centre,Southmead Industrial Park,Didcot,OX11 7PH,UK,,,,12 months,,UK,GB,,"Core costs for an organisation which enables adults with a physical 
disability to enjoy leisure, learning and sporting opportunities.",,,,01/06/2015 15:09,DUMMY01
360G-indigotrust:IND266,Open Data Movement in Uganda,360G-indigotrust,Indigo Trust,,Development Research and Training,33558,GBP,,10426.43,,01/12/2014 00:00,PO Box 22459,Kampala,,,UGANDA,,,,12 months,,UGANDA,UG,,Towards mapping and co-ordinating the Open Data Movement in Uganda.,,,,13/05/2015 13:31,DUMMY01
360G-indigotrust:IND267,Increasing Local Leaders engagement,360G-indigotrust,Indigo Trust,,Women of Uganda Network (WOUGNET),29385,GBP,,19673.4,,01/12/2014 00:00,Plot 55 Kenneth Dale Road,PO Box 4411,Kampala,,UGANDA,,,,12 months,,UGANDA,UG,,"To build the capacity of local government officials and service providers 
to use ICTs to connect with citizens.",,,,01/06/2015 14:59,DUMMY01
360G-indigotrust:IND268,Open Data Specialist,360G-indigotrust,Indigo Trust,,Fruits of Thought,28677,GBP,,18056.38,,03/12/2014 00:00,"Plot 7669 Tank Hill, Muyenga",PO Box 25435,Kampala,,UGANDA,,,,12 months,,UGANDA,UG,,"This organisation runs a collection of projects which aim to stimulate a 
more valuable and practical use of the internet. This grant contributes 
towards the salary of an open data specialist to focus on their work 
opening up data sets in Uganda.",,,,01/06/2015 15:00,DUMMY01
360G-indigotrust:IND269,Tech Hub collaboration,360G-indigotrust,Indigo Trust,,AfriLabs,31021,GBP,,15000,,03/12/2014 00:00,s Gravenhekje 1a,1011TG,Amsterdam,,NETHERLANDS,,,,12 months,,NETHERLANDS,NL,,"To contribute towards activities which support technology innovation hub 
collaboration and sharing of knowledge.",,,,13/05/2015 13:31,DUMMY01
360G-indigotrust:IND270,Swahilibox Mombasa,360G-indigotrust,Indigo Trust,,M-Power,33589,GBP,,26000,,03/12/2014 00:00,P.O. Box 99621,Mombasa 80107,,,KENYA,M-Power - Swahilibox,,,12 months,,KENYA,KE,,"To contribute towards the core costs of establishing a new technology 
innovation hub in Mombasa (Swahilibox).",,,,13/05/2015 13:28,DUMMY01
360G-indigotrust:IND271,Groundsource data collection,360G-indigotrust,Indigo Trust,,Groundsource,33590,GBP,,10000,,03/12/2014 00:00,c/o Center for Collaborative Journalism,Mercer University,"Macon, Ga. 31201",,USA,,,,12 months,,South Africa,ZA,,"To deploy a mobile engagement and data collection tool in an operating 
newsroom at GroundUp. This will also contribute towards technical 
adaptations to the site.",,,,13/05/2015 13:29,DUMMY01
360G-indigotrust:IND272,Christmas Grant - Disability,360G-indigotrust,Indigo Trust,,Pesky People,33592,GBP,,10000,,04/12/2014 00:00,"1/3, 338 Dumbarton Road",Glasgow,,G11 6TG,UK,,,,12 months,,UK,GB,,"This organisation uses digital technology to improve the lives of disabled 
and deaf people. This grant is towards core costs and the creation of a 999 
smartphone app.",,,,01/06/2015 15:10,DUMMY01
360G-indigotrust:IND273,Core costs,360G-indigotrust,Indigo Trust,,The Sainsbury Archive,8313,GBP,,3160,,03/06/2014 00:00,The Peak,5 Wilton Road,London,SW1V 1AP,UK,,,,36 months,,UK,GB,,"Three year grant towards core costs of an archive which documents the 
history of Sainsbury supermarkets.",,,,01/06/2015 15:11,DUMMY01
360G-indigotrust:IND274,To enable technical improvements to 360 Degree Giving,360G-indigotrust,Indigo Trust,,Nesta,11838,GBP,,10000,,19/01/2015 00:00,1 Plough Place,London,,EC4A 1DE,UK,,,,12 months,,UK,,,"To enable technical improvements to 360 Degree Giving, an initiative which 
helps UK grant makers and philanthropists to publish their grant 
information online in an easy to use way.",,,,01/06/2015 15:05,DUMMY01
360G-indigotrust:IND275,To test and evaluate their new digital mapping platform,360G-indigotrust,Indigo Trust,1126727,MapAction,16806,GBP,,8000,,20/01/2015 00:00,"Clare Charity Centre, Wycombe Road",Saunderton,Buckinghamshire,HP14 4BF,UNITED KINGDOM,,,,12 months,,UNITED KINGDOM,GB,,"Towards the costs of volunteer deployment, tech and monitoring and 
evaluation for an organisation which provides vital information in mapping 
format during humanitarian crises.",,,,01/06/2015 14:53,DUMMY01
360G-indigotrust:IND276,Supplementary Grant to IND262,360G-indigotrust,Indigo Trust,,Citizens Watch - IT,33476,GBP,,400,,29/01/2015 00:00,"Spear House Building, PO Box 36626",Plot 22 Jinja Road,Kampala,,UGANDA,Citizens Watch - IT - CEWIT,,,12 months,,UGANDA,UG,,"A supplementary grant of £400 to IND262 was agreed by Trustees due to 
exchange rate fluctuations. The grantee received 70,232,236 UGX of the 
original 71,880,000 Ugandan shillings awarded. This organisation is 
involved in innovative methods of election monitoring, social 
accountability and governance and empowering citizens in improving their 
livelihoods.",,,,01/06/2015 15:01,DUMMY01
360G-indigotrust:IND277,Follow The Money/Connected Development core costs,360G-indigotrust,Indigo Trust,,Connected Development (CODE),31377,GBP,,20000,,29/01/2015 00:00,"Bassan Plaza, 10th Street, 2nd Floor F Wing Behind Total House",Central Business District,Abuja,,NIGERIA,Connected Development (CODE) - Follow The Money,,,12 months,,NIGERIA,NG,,"This organisation aims to improve access to information and empower local 
communities to hold government to account. This grant covers core costs.",,,,01/06/2015 15:02,DUMMY01
360G-indigotrust:IND278,Core Costs,360G-indigotrust,Indigo Trust,,Daily Maverick,33883,GBP,,14400.63,,11/02/2015 00:00,PO Box 650509,Benmore,Johannesburg,2010,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"This is an independent digital newsroom which provides a unique blend of 
news, information, analysis and opinion. This grant covers core costs.",,,,01/06/2015 15:03,DUMMY01
360G-indigotrust:IND279,Unrestricted Funds,360G-indigotrust,Indigo Trust,,Greater Manchester Coalition of Disabled People,33909,GBP,,3000,,16/02/2015 00:00,"Unit 4 Windrush Millennium Centre, 70 Alexandra Road",Moss Side,Manchester,M16 7WD,UK,,,,12 months,,UK,GB,,"Core costs towards an organisation working on the rights and inclusion of 
disabled people.",,,,01/06/2015 15:10,DUMMY01
360G-indigotrust:IND280,Emergency Medicine Guidance App,360G-indigotrust,Indigo Trust,,Open Medicine Project,34056,GBP,,14605.89,,12/03/2015 00:00,"4th floor, Bandwidth Barn Woodstock Industrial Centre, 66-68 Albert Road",Woodstock 7915,Cape Town,,SOUTH AFRICA,Open Medicine Project - TOMPSA,,,12 months,,SOUTH AFRICA,ZA,,"To integrate and adapt the TOMPSA Emergency Medicine Guidance app for use 
in 10 South African government hospitals as part of an ongoing project.",,,,14/04/2015 15:52,DUMMY01
360G-indigotrust:IND281,BeeHive,360G-indigotrust,Indigo Trust,1144526,The Foundation,34057,GBP,,10000,,12/03/2015 00:00,"Centro 3,19 Mandela Street",London,,NW1 0DU,UK,,,,12 months,,UK,GB,,"To cover developer time for the BeeHive product which helps connect funders 
to suitable charities and vice versa and provides analysis of 360 Giving 
data.",,,,14/04/2015 15:52,DUMMY01
360G-indigotrust:IND282,360 Degree Giving,360G-indigotrust,Indigo Trust,,Nesta,11838,GBP,,50000,,18/03/2015 00:00,1 Plough Place,London,,EC4A 1DE,UK,,,,12 months,,UK,GB,,"On-going 360 Degree Giving work, an initiative which helps UK grant makers 
and philanthropists to publish their grant information online in an easy to 
use way.",,,,01/06/2015 15:05,DUMMY01
360G-indigotrust:IND283,Second Grant to the Joint Hub Fund,360G-indigotrust,Indigo Trust,,Stichting HIVOS,32357,GBP,,100000,,18/03/2015 00:00,Raamweg 16,2596 HL Den Haag,,,THE NETHERLANDS,,,,12 months,,THE NETHERLANDS,NL,,"This grant is to contribute towards a joint fund which supports technology 
innovation hubs across Africa. £10,000 of this grant will be used for 
management by Stichling Hivos. The remaining £90,000 will go towards 
supporting the core costs of technology innovation hubs in Africa and 
smaller seed funding to help stimulate social tech communities in countries 
or cities where they are still in their infancy. These funds will be 
re-granted directly to tech hubs or organisations in Africa.",,,,01/06/2015 14:54,DUMMY01
360G-indigotrust:IND284,Sobanukirwa,360G-indigotrust,Indigo Trust,,Tumenye Digital Ltd,34100,GBP,,20205,,19/03/2015 00:00,"No 151 KG20 Avenue, Kimironko",Gasabo,Kigali,,Rwanda,,,,12 months,,Rwanda,RW,,"Towards core costs and for development and promotion of the Sobanukirwa 
Freedom of Information request site.",,,,14/04/2015 15:52,DUMMY01
360G-indigotrust:IND286,To support Mxit platform,360G-indigotrust,Indigo Trust,,Corruption Watch (RF) NPC,33887,GBP,,15319.56,,16/04/2015 00:00,"8th Floor Heerengracht Building, 87 De Korte Street, Braamfontein 2001",Johannesburg,PO Box 30630 Braamfontein 2017,,SOUTH AFRICA,,,,12 months,,SOUTH AFRICA,ZA,,"To support Corruption Watch's Mxit platform which is used to report and 
monitor corruption.",,,,29/04/2015 14:52,DUMMY01
360G-indigotrust:IND287,Schools project,360G-indigotrust,Indigo Trust,1156416,First Give,34055,GBP,,10800,,16/04/2015 00:00,"JHub, Haskell House",152 West End Lane,London,NW6 1SD,UK,,,,36 months,,UK,GB,,"To work with schools to identify a social issue within their community and 
a charity working to address it. The first project will be Parliament Hill 
School.",,,,01/06/2015 15:17,DUMMY01
360G-indigotrust:IND288,Aid transparency work in the US,360G-indigotrust,Indigo Trust,1158362,Publish What You Fund,32268,GBP,,30000,,16/04/2015 00:00,Southbank House,Black Prince Road,London,SE1 7SJ,UK,,,,12 months,,UK,GB,,"This organisation campaigns for greater aid transparency. This grant will 
help further PWYF advocacy work in the US and to pursue registration as a 
501(c)(3) organisation..",,,,01/06/2015 15:14,DUMMY01
360G-indigotrust:IND289,Business Incubation Manager,360G-indigotrust,Indigo Trust,,Bongo Hive,27749,GBP,,16585.29,,20/04/2015 00:00,9169B Nanshila Road,Kalundu,Lusaka,,ZAMBIA,,,,12 months,,ZAMBIA,ZM,,"This grant covers salary costs of a business incubation manager working in 
a technology innovation hub in Zambia and covers 12 months salary.",,,,01/06/2015 15:12,DUMMY01
360G-indigotrust:IND292,Mobile SMS Internet Radio platform,360G-indigotrust,Indigo Trust,,Toro Development Network,34374,GBP,,21466,,13/05/2015 00:00,Plot 13 Rukidi III Street,P.O Box 161 Fort Portal,,,Uganda,Toro Development Network - ToroDev,,,12 months,,Uganda,UG,,"To enable ToroDev to implement an innovative Mobile-SMS-Internet-Radio 
polling system to seek local citizens’ views on service delivery in seven 
districts in the Rwenzori region of western Uganda. The results will be fed 
back to decision makers to improve service delivery.",,,,01/06/2015 15:16,DUMMY01
